Epoch 1/1000 | SDE training launched
Iteration 4/20 | SDE loss = 4.026e-01, MSE = 2.331e-05, exotic = 1.6949e-01, time = 0.76
Iteration 5/20 | SDE loss = 3.895e-01, MSE = 2.199e-05, exotic = 1.6960e-01, time = 0.76
Iteration 6/20 | SDE loss = 3.797e-01, MSE = 2.101e-05, exotic = 1.6959e-01, time = 0.76
Iteration 7/20 | SDE loss = 3.672e-01, MSE = 1.989e-05, exotic = 1.6826e-01, time = 0.76
Iteration 8/20 | SDE loss = 3.687e-01, MSE = 1.993e-05, exotic = 1.6933e-01, time = 0.77
Iteration 9/20 | SDE loss = 3.501e-01, MSE = 1.822e-05, exotic = 1.6796e-01, time = 0.77
Iteration 10/20 | SDE loss = 3.565e-01, MSE = 1.877e-05, exotic = 1.6879e-01, time = 0.78
Iteration 11/20 | SDE loss = 3.472e-01, MSE = 1.784e-05, exotic = 1.6879e-01, time = 0.78
Iteration 12/20 | SDE loss = 3.432e-01, MSE = 1.760e-05, exotic = 1.6718e-01, time = 0.81
Iteration 13/20 | SDE loss = 3.480e-01, MSE = 1.792e-05, exotic = 1.6881e-01, time = 0.78
Iteration 14/20 | SDE loss = 3.347e-01, MSE = 1.673e-05, exotic = 1.6745e-01, time = 0.78
Iteration 15/20 | SDE loss = 3.313e-01, MSE = 1.642e-05, exotic = 1.6712e-01, time = 0.75
Iteration 16/20 | SDE loss = 3.382e-01, MSE = 1.717e-05, exotic = 1.6647e-01, time = 0.77
Iteration 17/20 | SDE loss = 3.413e-01, MSE = 1.740e-05, exotic = 1.6731e-01, time = 0.77
Iteration 18/20 | SDE loss = 3.286e-01, MSE = 1.621e-05, exotic = 1.6651e-01, time = 0.77
Iteration 19/20 | SDE loss = 3.255e-01, MSE = 1.589e-05, exotic = 1.6654e-01, time = 0.78
Iteration 20/20 | SDE loss = 3.253e-01, MSE = 1.586e-05, exotic = 1.6664e-01, time = 0.79
Epoch 7/1000 | SDE average MSE = 1.910e-05, time = 15.44
Epoch 8/1000 | SDE training launched
Iteration 1/20 | SDE loss = 3.193e-01, MSE = 1.527e-05, exotic = 1.6653e-01, time = 0.75
Iteration 2/20 | SDE loss = 3.150e-01, MSE = 1.481e-05, exotic = 1.6684e-01, time = 0.76
Iteration 3/20 | SDE loss = 3.255e-01, MSE = 1.583e-05, exotic = 1.6709e-01, time = 0.78
Iteration 4/20 | SDE loss = 3.238e-01, MSE = 1.565e-05, exotic = 1.6724e-01, time = 0.77
Iteration 5/20 | SDE loss = 3.089e-01, MSE = 1.416e-05, exotic = 1.6728e-01, time = 0.78
Iteration 6/20 | SDE loss = 3.144e-01, MSE = 1.460e-05, exotic = 1.6837e-01, time = 0.79
Iteration 7/20 | SDE loss = 3.121e-01, MSE = 1.444e-05, exotic = 1.6772e-01, time = 0.81
Iteration 8/20 | SDE loss = 3.111e-01, MSE = 1.433e-05, exotic = 1.6780e-01, time = 0.81
Iteration 9/20 | SDE loss = 3.009e-01, MSE = 1.328e-05, exotic = 1.6810e-01, time = 0.81
Iteration 10/20 | SDE loss = 2.986e-01, MSE = 1.303e-05, exotic = 1.6827e-01, time = 0.80
Iteration 11/20 | SDE loss = 2.931e-01, MSE = 1.244e-05, exotic = 1.6863e-01, time = 0.78
Iteration 12/20 | SDE loss = 2.969e-01, MSE = 1.277e-05, exotic = 1.6914e-01, time = 0.78
Iteration 13/20 | SDE loss = 2.913e-01, MSE = 1.219e-05, exotic = 1.6937e-01, time = 0.77
Iteration 14/20 | SDE loss = 2.937e-01, MSE = 1.242e-05, exotic = 1.6949e-01, time = 0.81
Iteration 15/20 | SDE loss = 2.892e-01, MSE = 1.184e-05, exotic = 1.7076e-01, time = 0.82
Iteration 16/20 | SDE loss = 2.884e-01, MSE = 1.180e-05, exotic = 1.7037e-01, time = 0.79
Iteration 17/20 | SDE loss = 2.770e-01, MSE = 1.070e-05, exotic = 1.7003e-01, time = 0.79
Iteration 18/20 | SDE loss = 2.682e-01, MSE = 9.801e-06, exotic = 1.7017e-01, time = 0.81
Iteration 19/20 | SDE loss = 2.747e-01, MSE = 1.046e-05, exotic = 1.7004e-01, time = 0.80
Iteration 20/20 | SDE loss = 2.658e-01, MSE = 9.636e-06, exotic = 1.6944e-01, time = 0.80
Epoch 8/1000 | Checkpoint 1e-05 reached. Model NeuralLVModel_lowerbound_1e-05.pt saved.
Epoch 8/1000 | SDE average MSE = 1.297e-05, time = 15.80
